problem_id,submission_id,LLM,status_in_folder,code,label
p02821,s864297239,LLAMA,Runtime,"import numpy as np

N, M = list(map(int, input().split()))
A = list(map(int, input().split()))
A = np.sort(A)[::-1]
A = A[:int(np.sqrt(M) + 1)]

m = int(min(M, len(A)))
ans = np.zeros(1)
ans = np.append(ans, [[a] + A for n, a in enumerate(A) if n <= m])
ans = np.sort(ans)[::-1][:M]
print(int(sum(ans[:M])))",1
p03555,s207136108,CODESTRAL,Wrong,"c1 = input()
c2 = input()
res = ""YES"" if c1[0] == c2[2] and c1[1] == c2[1] and c1[2] == c2[0] else ""NO""
print(res)",1
p03593,s180557256,LLAMA,Runtime,"def solve():
    inputs = open(0).readlines()
    h, w = map(int, inputs[0].split())
    A = [list(map(lambda x: x.strip(), inputs[1:]))]
    B = []
    for S in A:
        C = [0] * 26
        for c in S:
            C[ord(c)-ord('a')] += 1
        B.append(C)
    
    if w % 2 == 0:
        if all(all(x % 2 == 0 for x in b) for b in B):
            C = []
        else:
            return 'No'
    else:
        C = [[i for i, x in enumerate(b) if x % 2 != 0] for b in B]
        if all(len(c) == 1 for c in C):
            B = [[x if x % 2 == 0 else x-1 for x in b] for b in B]
            C = Counter([c[0] for c in C]).values()
        else:
            return 'No'
    C
    D = Counter(map(tuple, B)).values()
    if h % 2 == 0:
        if all(c % 2 == 0 for c in C) and all(d % 2 == 0 for d in D):
            return 'Yes'
    else:
        if sum(c % 2 for c in C) <= 1 and sum(d % 2 for d in D) <= 1:
            return 'Yes'
    return 'No'

print(solve())",1
p02991,s133788215,GEMINI,Wrong,"from collections import deque
# 木構造を作る
N,M = map(int, input().split())

G = [[] for i in range(N)]
for i in range(M):
    # グラフに頂点を追加(距離があるときは,u,vの後に入れる)
    u,v = map(int,input().split())
    G[u-1].append(v-1)

S,T = map(int, input().split())

# 木をBFSをする
used = [-1] * N
# used[3*(S-1)] = 0 # 始めどこから行くか
q = deque([S-1])
while len(q) > 0:
    a = q.popleft()
    d = used[a]
    Vs = G[a]
    for u in Vs: # 頂点以外の要素がグラフにあるときはここ
        if used[u] == -1:
            q.append(u)
            used[u] = d+1
if used[T-1] == -1:
    print(-1)
else:
    print(used[T-1] // 3)",1
p03943,unrelated,GEMINI,Generate,"a, b, c = map(int, input().split())
if (a + b + c) % 2 == 0:
  print(""Yes"")
else:
  print(""No"")
",1
p03186,unrelated,GEMINI,Generate,"A, B, C = map(int, input().split())
print(B + min(A, C))
",1
p02834,s769357396,LLAMA,Wrong,"import sys
input = sys.stdin.readline
from collections import deque

class LCA:
    def __init__(self, v, Edges, root=0): #root: 根, v: 頂点数, Edges: 隣接行列
        self.v = v
        self.Edges = Edges
        #self.maxLog = int(((-log2(V))//1)*(-1))
        self.maxLog = 18
        self.Parent = [[-1]*v for _ in range(self.maxLog+1)] #各頂点の親 parent[i][j]: jの2**i個上の親
        self.Depth = [0]*v #各頂点の深さ
        self.__bfs(root) #parent[0]とdepthを構成
        for i in range(self.maxLog): #parent[1:]の初期化
            for j in range(v):
                if self.Parent[i][j]!=-1:
                    self.Parent[i+1][j] = self.Parent[i][self.Parent[i][j]]
    def __bfs(self, root):
        Visited = [False]*self.v
        Visited[root] = True
        q = deque([root])
        while q:
            fr = q.pop()
            for to in self.Edges[fr]:
                if Visited[to]:
                    continue
                self.Parent[0][to] = fr
                self.Depth[to] = self.Depth[fr] + 1
                Visited[to] = True
                q.append(to)
    def lca(self, a, b): #a,bのlcaを求める
        if self.Depth[a] > self.Depth[b]: #深い方をbとする
            a, b = b, a
        for i in range(self.maxLog): #a,bを同じ深さまで持ってくる
            if (self.Depth[b] - self.Depth[a]) & (1 << i):
                b = self.Parent[i][b]
        if a == b:
            return b
        for i in reversed(range(self.maxLog-1)):
            if self.Parent[i][a] != self.Parent[i][b]:
                a = self.Parent[i][a]
                b = self.Parent[i][b]
        return self.Parent[0][a]
    def dist(self, a, b):
        lca = self.lca(a, b)
        return self.Depth[a] + self.Depth[b] - 2*self.Depth[lca]

def main():
    n, u, v = map(int, input().split())
    u -= 1; v -= 1
    Edges = [[] for _ in range(n)]
    for _ in range(n-1):
        x, y = map(lambda i: int(i)-1, input().split())
        Edges[x].append(y)
        Edges[y].append(x)
    L = []
    for i in range(n):
        if len(Edges[i]) == 1:
            L.append(i)
    lca = LCA(n, Edges)
    ans = 0
    for l in L:
        d_u = lca.dist(u, l)
        d_l = lca.dist(v, l)
        if d_u >= d_l:
            continue
        ans = max(ans, d_u + (d_l - d_u)//2)
    print(ans)

if __name__ == '__main__':
    main()",1
p02985,s563648143,GEMINI,Wrong,"import sys
sys.setrecursionlimit(1000000)

def neighbor(N, edges):
    neighbor_list = [[] for _ in range(N)]
    for a, b in edges:
        neighbor_list[a-1] += [b-1]
        neighbor_list[b-1] += [a-1]
        
    return neighbor_list


def paint(K, nlist, now_num, from_num, case_num):
        mod = 1000000007
        if  from_num == -1:
            can_use_color = K - 1
        else:
            can_use_color = K - 2
        
        if len(nlist[now_num]) > can_use_color:
            return 0
        
        for child in nlist[now_num]:
            if child == from_num:
                continue
            else:
                case_num *= can_use_color
                can_use_color -= 1
                case_num %= mod
        
        for child in nlist[now_num]:
            if child == from_num:
                continue
            else:
                case_num = paint(K, nlist, child, now_num, case_num)
        return case_num%mod
            

if __name__ == '__main__':
    N, K = map(int, input().split())
    edges = [None]*(N-1)
    
    for i in range(N-1):
        edges[i] = list(map(int, input().split()))
    
    nlist = neighbor(N, edges)


    print(paint(K, nlist, 0, -1, K))",1
p02647,s421790372,CODESTRAL,Wrong,"import sys
import math

n, k = map(int, input().split())
ls = list(map(int, input().split()))

if n >= 1000 and k > math.log(n):
    print(*[n] * n)
    sys.exit()

if k >= n:
    print(*[n] * n)
    sys.exit()

for _ in range(k):
    new = [0] * n
    for i in range(n):
        p = 0
        for l in range(1, max(n - i, i + 1)):
            if i + l < n and ls[i + l] >= l:
                p += 1
            if i - l >= 0 and ls[i - l] >= l:
                p += 1
        new[i] = p
    ls = new

print(*ls)",1
p02936,s904525857,LLAMA,Wrong,"def inputlist(): return [int(j) for j in input().split()]

N, Q = inputlist()
tree = [[] for _ in range(N+1)]
for i in range(N-1):
    a, b = inputlist()
    tree[a].append(b)
    tree[b].append(a)
ans = [0 for _ in range(N+1)]
for i in range(Q):
    p, x = inputlist()
    ans[p] += x

for i in range(1, N+1):
    for x in tree[i]:
        if i > x:
            continue
        ans[x] += ans[i]
print(*ans[1:])",1
p03700,unrelated,GEMINI,Generate,"n, a, b = map(int, input().split())
h = []
for _ in range(n):
  h.append(int(input()))

h.sort()
ans = 0
i = 0
while i < n:
  if h[i] <= 0:
    i += 1
    continue
  ans += 1
  h[i] -= a
  for j in range(i + 1, n):
    h[j] -= b
    if h[j] <= 0:
      i += 1
      break
print(ans)
",1
p03141,unrelated,CODESTRAL,Generate,"n = int(input())
dishes = [list(map(int, input().split())) for _ in range(n)]
dishes.sort(key=lambda x: x[0] - x[1], reverse=True)

takahashi_happiness = 0
aoki_happiness = 0

for i in range(n):
    if i % 2 == 0:
        takahashi_happiness += dishes[i][0]
    else:
        aoki_happiness += dishes[i][1]

print(takahashi_happiness - aoki_happiness)
",1
p02647,s987609534,GEMINI,Wrong,"import math


N,K=map(int,input().split())
A=list(map(int,input().split()))
A.insert(0,0)
Atemp=[0 for i in range(len(A))]
#print(Atemp)
flag=1

for i in range(K):
    for j in range(1,len(A)):
        if A[j]==0:
            continue
        start=max(1,j-A[j])
        end=min(len(A),j+A[j]+1)
        for k in range(start,end):
            Atemp[k]+=1

    """"""
    for l in range(1,int(len(A)/2)):

        if Atemp[l]>abs(len(A)-l):
            flag*=1
        else:
            flag*=0

    for l in range(int(len(A)/2),len(A)):
        if Atemp[l]>l:
            flag*=1
        else:
            flag*=0

    """"""

    A=Atemp.copy()
    Atemp = [0 for p in range(len(A))]
    """"""
    if flag==1:
        for o in range(1,len(A)):
            A[o]+=(K-i+1)*len(A)
            print(o)
        break
    flag=1
    """"""

for m in range(1,len(A)):
    print(A[m],end="" "")",1
p03971,s562547126,GEMINI,Wrong,"n, a, b = map(int, input().split())
s = input()
cnt_a = 0
cnt_b = 0
for i in range(n):
    if s[i] == 'a' and cnt_a < a + b:
        print('Yes')
        cnt_a += 1
    elif s[i] == 'b' and cnt_b < b and cnt_a < a + b:
        print('Yes')
        cnt_a += 1
        cnt_b += 1
    else:
        print('No')",1
p03210,s173203232,CODESTRAL,Wrong,"X = int(input())

if X == 7 or X == 5 or X == 3:
    print(""YES"")
else:
    print(""NO"")",1
p03330,unrelated,LLAMA,Generate,"  from itertools import product

def get_wrongness(grid, colors, mod):
    wrongness = 0
    for i, j in product(range(len(grid)), repeat=2):
        if (i + j) % mod == (grid[i][j] + colors[i][j]) % mod:
            wrongness += 1
    return wrongness

def solve(N, C, D, colors):
    min_wrongness = float('inf')
    for color_combination in product(range(C), repeat=N*N):
        color_grid = [[color_combination[i*N + j] for j in range(N)] for i in range(N)]
        wrongness = get_wrongness(color_grid, colors, 3)
        min_wrongness = min(min_wrongness, wrongness)
    return min_wrongness

def main():
    N, C = map(int, input().split())
    D = []
    for _ in range(N):
        D.append(list(map(int, input().split())))
    colors = []
    for _ in range(N):
        colors.append(list(map(int, input().split())))
    print(solve(N, C, D, colors))

if __name__ == ""__main__"":
    main()",1
p02891,s773676324,GEMINI,Wrong,"import copy
S_list = list(input())
K = int(input())

if len(S_list) == 1:
    print(K//2)
elif len(S_list) == 2:
    if S_list[0]==S_list[1]:
        print(K)
    else:
        print(0)
else:
    S2_list = copy.copy(S_list)
    count = 0
    for i in range(1, len(S_list)):
        if S_list[i-1] == S_list[i]:
            count += 1
            S_list[i] = ""change""

    if S_list[0] == S_list[-1]:
        count += 1
        S2_list[0] = ""change""
        for i in range(1, len(S2_list)):
            if S2_list[i-1] == S2_list[i]:
                count += 1
                S2_list[i] = ""change""
        print((K-1)*count + S_list.count('change'))
    else:
        print(K*count)",1
p02957,s967972258,GEMINI,Runtime,"A, B = map(int, input().split())
if (A + B) % 2 == 0:
  print((A + B) // 2)
else:
  print(""IMPOSSIBLE"")",1
p02549,s627049995,GEMINI,Wrong,"import math

CON = 998244353

N, K = list(map(int,input().split()))
LR = [list(map(int,input().split())) for _ in range(K)]

dp = [0] * (N + 1)
cs = [0] * (N + 1)

def solve():
    dp[1] = 1
    cs[1] = 1

    for i in range(2, N + 1):
        for pts in LR:
            if i - pts[0] >= 0: dp[i] += cs[i-pts[0]] 
            if i - pts[1] >= 0: dp[i] -= cs[i-pts[1]] 
        dp[i] = dp[i] % CON
        cs[i] = (cs[i-1] + dp[i]) % CON

    print(dp[N])

solve()",1
p03000,unrelated,CODESTRAL,Generate,"# Read the input
n, x = map(int, input().split())
l = list(map(int, input().split()))

# Initialize the count of bounces
count = 0

# Initialize the current position
pos = 0

# Loop through the bounces
for i in range(n + 1):
    # If the current position is less than or equal to x, increment the count
    if pos <= x:
        count += 1
    # Update the current position
    pos += l[i]

# Print the count
print(count)
",1
p02975,s777463345,CODESTRAL,Wrong,"N=int(input())
arr=list(map(int,input().split()))
def bin30(a):
    s=bin(a)[2:]
    return ""0""*(30-len(s))+s
def rotate(arr,i):
    return arr[i:]+arr[:i]
def shrink(arr):
    ret=[]
    i=0
    while i<len(arr):
        tmp = arr[i]
        j=i
        while j<N and arr[j]==tmp:
            j+=1
        ret.append((tmp,j-i))
        i=j
    return ret
barr=[bin30(a) for a in arr]
for bits in zip(*barr):
    i=0
    while i<N and bits[i]=='1': i+=1
    for b,n in shrink(rotate(bits,i)):
        if b=='1' and n%3!=0:
            print(""No"")
            exit()
print(""Yes"")",1
p02855,unrelated,LLAMA,Generate,"def cake_cutting(cake, pieces):
    # Initialize the pieces array
    for i in range(len(cake)):
        for j in range(len(cake[i])):
            pieces[i][j] = False
    
    # Iterate over each section of the cake
    for i in range(len(cake)):
        for j in range(len(cake[i])):
            # If the current section contains a strawberry, find the nearest empty section
            if cake[i][j]:
                # Find the nearest empty section in the same row
                for k in range(i+1, len(cake)):
                    if not cake[k][j]:
                        pieces[i][j] = True
                        break
                # If no empty section was found in the same row, find the nearest empty section in the same column
                if not pieces[i][j]:
                    for k in range(j+1, len(cake[i])):
                        if not cake[i][k]:
                            pieces[i][j] = True
                            break
    
    # Output the pieces array
    for i in range(len(pieces)):
        for j in range(len(pieces[i])):
            if pieces[i][j]:
                print(i, j, ""contains a strawberry"")
",1
p03221,s746258231,LLAMA,Runtime,"N, M = map(int, input().split())

dict_a = {}
list_a = []

def seiti(arg_num):
    if len(str(arg_num)) == 6:
        pass
    else:
        ret_num = str(arg_num).zfill(6)
    return ret_num

for i in range(1, M + 1):
    P, Y = map(int, input().split())
    dict_b = {}
    dict_b = dict(id=i, ken=P, year=Y)
    list_a.append(dict_b)
list_a.sort(key=lambda x: x['year'])

for j in range(1, N + 1):
    cnt = 1
    for k in list_a:
        if k.get('ken') == j:
            k['shi_id'] = cnt
            cnt += 1
        else:
            pass
list_a.sort(key=lambda x: x['id'])
for l in list_a:
    aaa = seiti(l.get('ken'))
    bbb = seiti(l.get('shi_id'))
    print(aaa + bbb)",1
p03612,s777423661,GEMINI,Runtime,"n = int(input())
p = list(map(int, input().split()))

ans = 0
for i in range(n):
    if i+1 == p[i]:
        if i < n-1:
            temp = p[i]
            p[i] = p[i+1]
            p[i+1] = temp
            ans += 1
        else:
            ans += 1

print(ans)",1
p02685,s819699038,LLAMA,Runtime,"import sys
import math
from bisect import bisect_right as br
from bisect import bisect_left as bl
sys.setrecursionlimit(2147483647)
from heapq import heappush, heappop,heappushpop
from collections import defaultdict
from itertools import accumulate
from collections import Counter
from collections import deque
from operator import itemgetter
from itertools import permutations
mod = 998244353
inf = float('inf')
def I(): return int(sys.stdin.readline())
def LI(): return list(map(int,sys.stdin.readline().split()))

def C(n, r):
    return fact[n] * pow(fact[n-r], mod-2, mod) * pow(fact[r], mod-2, mod) % mod

n, m, k = LI()
fact = [1] * (m+1)
for i in range(1, m+1):
    fact[i] = fact[i-1] * i
    fact[i] %= mod

ans = 0
for i in range(k+1):
    ans += C(n-1, i) * m * pow(m-1, n-1-i, mod)
    ans %= mod
print(ans)",1
p02963,unrelated,GEMINI,Generate,"S = int(input())
X1 = 0
Y1 = 0
X2 = S
Y2 = 0
X3 = 0
Y3 = S
print(X1, Y1, X2, Y2, X3, Y3)
",1
p02549,s458143661,LLAMA,Runtime,"
n, k = map(int, input().split())
hani = [0 for i in range(n)]
kumi = [-1 for i in range(n)]
min = n
for i in range(k):
    l, r = map(int, input().split())
    if l < min:
        min = l
    for j in range(l - 1, r):
        hani[j] = 1
for j in range(min - 1):
    kumi[j] = 0
kumi[min - 1] = 1

def countt(n, hani, kumi):
    an = 0
    for i in range(0, n - 1):
        if hani[i] == 1:
            if kumi[n - i - 2] == -1:
                kumi = countt(n - i - 1, hani, kumi)
            an += kumi[n - i - 2]
    kumi[n - 1] = an
    return kumi

kumi = countt(n, hani, kumi)
ans = kumi[-1]
print(ans % 998244353)
",1
p03605,s896571782,GEMINI,Wrong,"def September9(num):
    if (num // 10) == 9: 
        print(""Yes"")
    elif (num % 10) == 9:    
        print(""Yes"")
    else:
        print(""No"")


if __name__ == ""__main__"":
    while True:
        try:
            N = int( input(""2桁の整数Nを入力してください。:"" ))
            if (10 <= N) and (N <= 99):
                break
            else:
                print(""入力された整数が2桁の整数ではありません。"")
                print(""-----------------------------------------"")
                continue
        except ValueError:
            print(""2桁の整数Nを正しく入力してください。"")
            print(""-----------------------------------------"")
        
    print("" ######## Result ######## "")
    September9(N) # September9()の実行",1
p03618,s970798740,LLAMA,Wrong,"s = str(input())
n = len(s)
c = 0
l = []
for i in range(n):
    for j in range(i+1, n):
        t = s[i:j+1]
        l.append(s[:i] + t[::-1] + s[j+1:])
        if s[i:j+1] == t[::-1]:
            c += 1
            #print(s[i:j+1])
print(1 + n*(n-1)//2 - c)
l.sort()
print(l)
print(len(set(l)))",1
p03003,s265204481,CODESTRAL,Runtime,"n, m = map(int, input().split())
S = list(map(int, input().split()))
T = list(map(int, input().split()))

p = 10**9 + 7

def LCS(S, T, n, m):
    # Initialization
    dp = [[0 for _ in range(m + 1)] for _ in range(n + 1)]
    dp[0][0] = 1

    # DP
    for i in range(n + 1):
        for j in range(m + 1):
            if i > 0:
                dp[i][j] = (dp[i][j] + dp[i - 1][j]) % p
            if j > 0:
                dp[i][j] = (dp[i][j] + dp[i][j - 1]) % p
            if i > 0 and j > 0 and S[i - 1] == T[j - 1]:
                dp[i][j] = (dp[i][j] - dp[i - 1][j - 1] + p) % p

    return dp[n][m]

print(LCS(S, T, n, m))",1
p03315,s718158914,LLAMA,Wrong,"s = list(input())
count = 0
for c in s:
    if c == ""+"":
        count += 1
    elif c == ""-"":
        count -= 1
print(count)",1
p02818,s242814327,GEMINI,Wrong,"a, b, k = map(int, input().split())
if k <= a:
  a -= k
else:
  k -= a
  a = 0
  if k <= b:
    b -= k
  else:
    b = 0
print(a, b)",1
p03593,s293549651,LLAMA,Wrong,"import collections

H, W = map(int, input().split())

arr = [[0] * W] * H

for i in range(H):
    arr[i] = list(input())

if H == 1 and W == 1:
    print('Yes')
elif H == 1 or W == 1:
    stock = []
    count = 0
    for i in range(H):
        for j in range(W):
            if arr[i][j] in stock:
                count += 1
                stock.remove(arr[i][j])
            else:
                stock.append(arr[i][j])

    if H == 1 and W % 2 == 0:
        if count == W // 2:
            print('Yes')
        else:
            print('No')
    elif H == 1 and W % 2 == 1:
        if count == W // 2:
            print('Yes')
        else:
            print('No')
    elif W == 1 and H % 2 == 0:
        if count == H // 2:
            print('Yes')
        else:
            print('No')
    elif W == 1 and H % 2 == 1:
        if count == H // 2:
            print('Yes')
        else:
            print('No')

else:
    li = [y for x in arr for y in x]
    count_dict = collections.Counter(li)
    if H % 2 == 0 and W % 2 == 0:
        flag = 0
        for k, v in count_dict.items():
            if v % 4 != 0:
                flag = 1

        if flag == 0:
            print('Yes')
        else:
            li_uniq = list(set(li))
            if len(li_uniq) == 1:
                print('Yes')
            else:
                print('No')

    elif H % 2 == 1 and W % 2 == 1:
        flag1 = 0
        flag2 = 0
        flag3 = 0
        for k, v in count_dict.items():
            if v % 4 != 0:
                if v % 2 == 0:
                    flag2 += 1
                elif v % 2 == 1:
                    flag3 += 1
                else:
                    flag1 = 1
        # print(flag1, flag2, flag3)
        if (flag1 == 0 and flag2 == 2 and flag3 == 1) or (flag1 == 0 and flag2 == 0 and flag3 == 1) or (flag1 == 0 and flag2 == 3 and flag3 == 1) or (flag1 == 0 and flag2 == 1 and flag3 == 1):
            print('Yes')
        else:
            li_uniq = list(set(li))
            if len(li_uniq) == 1:
                print('Yes')
            else:
                print('No')

    else:
        flag1 = 0
        flag2 = 0
        for k, v in count_dict.items():
            if v % 4 != 0:
                if v % 4 == 2:
                    flag2 += 1
                else:
                    flag1 = 1
        # print(flag1, flag2)
        if H % 2 == 1:
            x = W // 2
        elif W % 2 == 1:
            x = H // 2
        if (flag1 == 0 and flag2 == x):
            print('Yes')
        else:
            li_uniq = list(set(li))
            if len(li_uniq) == 1:
                print('Yes')
            else:
                print('No')",1
p02988,unrelated,LLAMA,Generate,"def count_second_smallest(permutation):
    n = len(permutation)
    count = 0
    for i in range(1, n-1):
        if permutation[i] < permutation[i-1] and permutation[i] < permutation[i+1]:
            count += 1
    return count
",1
p02553,unrelated,CODESTRAL,Generate,"# Read the input values
a, b, c, d = map(int, input().split())

# Calculate the maximum possible value of x * y
max_product = max(a * c, a * d, b * c, b * d)

# Print the result
print(max_product)
",1
p03166,unrelated,CODESTRAL,Generate,"import sys
from collections import deque

# Read input
n, m = map(int, sys.stdin.readline().split())
graph = [[] for _ in range(n)]
in_degree = [0] * n
for _ in range(m):
    u, v = map(int, sys.stdin.readline().split())
    graph[u - 1].append(v - 1)
    in_degree[v - 1] += 1

# Topological sorting
queue = deque([i for i in range(n) if in_degree[i] == 0])
dist = [0] * n
while queue:
    u = queue.popleft()
    for v in graph[u]:
        in_degree[v] -= 1
        dist[v] = max(dist[v], dist[u] + 1)
        if in_degree[v] == 0:
            queue.append(v)

# Find the length of the longest path
print(max(dist))
",1
p02694,s748024741,CODESTRAL,Runtime,"X = int(input())

tmp = 100
cnt = 0
while tmp < X:
    tmp = tmp + int(tmp*0.01)
    cnt += 1

print(cnt)",1
p02571,s841204431,CODESTRAL,Runtime,"S = input()
T = input()
D = []
for i in range(len(S) - len(T) + 1):
    SS = S[i:i+len(T)]
    dif = 0
    for j in range(len(T)):
        if T[j]!= SS[j]:
            dif += 1
    D.append(dif)

print(min(D))",1
p02690,s897513920,LLAMA,Wrong,"X = int(input())

for a in range(-100, 100, 1):
    for b in range(-100, 100, 1):
        if a**5 - b**5 == X:
            print(a, b)
            break",1
p03775,unrelated,GEMINI,Generate,"import math

n = int(input())

min_digits = math.ceil(math.log10(n))

print(min_digits)
",1
p02658,s354247703,LLAMA,Wrong,"a1 = int(input())
b2 = input().split("" "")

def check(a, b):
  score = 1
  maximum = 10 ** 18
  if '0' in b:
    return print(0)
  else:
    for i in range(a):
      score *= int(b[i])
      maximum /= int(b[i])
      if maximum < 0:
        return print(-1)
    return print(score)

check(a1, b2)",1
p03607,s821005859,CODESTRAL,Wrong,"n=int(input())
l=[]
for i in range(0,n):
  x=int(input())
  l.append(x)
r=set(l)
counts = [l.count(i) for i in r]
print(sum([1 for i in counts if i % 2 == 1]))",1
p03095,unrelated,CODESTRAL,Generate,"from collections import Counter

MOD = 10**9 + 7

# Get the input string length and the string itself
n = int(input())
s = input()

# Count the occurrences of each character in the string
char_count = Counter(s)

# Initialize the result to 1 (since we always have the empty subsequence)
result = 1

# For each character in the string, calculate the number of subsequences that include that character
# and do not include any other character that appears after it in the string
for count in char_count.values():
    result = (result * (count + 1)) % MOD

# Subtract 1 from the result to exclude the empty subsequence
result = (result - 1) % MOD

# Print the result
print(result)
",1
p03018,s155922790,LLAMA,Runtime,"count = 0

while ""ABC"" in S:
    for i in range(len(S)-2):
        if S[i:i+3] == ""ABC"":
            count += 1
    S = S.replace(""ABC"", ""BCA"", 1)

print(count)",1
p02621,s502540125,LLAMA,Wrong,"class Solution:
    def calc(self, a: int) -> int:
        return a + a**2 + a**3",1
p02897,s681459166,GEMINI,Runtime,"N = int(input())
print(N / 2 if N % 2 == 0 else (N + 1) / 2)",1
p03556,s344873762,LLAMA,Wrong,"n = int(input())

answer = 0
for i in range(1, n//2):
    next = i**2
    if next <= n:
        answer = i**2
    else:
        break

print(answer)",1
p03303,unrelated,LLAMA,Generate,"  def get_string_from_lines(string, width):
    lines = []
    for i in range(0, len(string), width):
        lines.append(string[i:i+width])
    return """".join(lines)",1
p03208,unrelated,GEMINI,Generate,"n, k = map(int, input().split())
h = [int(input()) for _ in range(n)]
h.sort()
print(h[k - 1] - h[0])
",1
p03722,unrelated,LLAMA,Generate,"def get_max_score(graph):
    # Initialize the score and the current vertex
    score = 0
    current_vertex = 1

    # Loop until we reach the destination vertex
    while current_vertex != len(graph):
        # Get the neighbors of the current vertex
        neighbors = graph[current_vertex]

        # Find the neighbor with the maximum weight
        max_weight = -1
        max_neighbor = None
        for neighbor in neighbors:
            if neighbor[1] > max_weight:
                max_weight = neighbor[1]
                max_neighbor = neighbor[0]

        # Move to the neighbor with the maximum weight
        current_vertex = max_neighbor
        score += max_weight

    # Return the maximum score
    return score
",1
p02989,unrelated,LLAMA,Generate,"  def count_same_problems(N, difficulties):
    count = 0
    for k in range(1, max(difficulties) + 1):
        arcs, abcs = 0, 0
        for d in difficulties:
            if d >= k:
                arcs += 1
            else:
                abcs += 1
        if arcs == abcs:
            count += 1
    return count",1
p02553,s616728425,CODESTRAL,Wrong,"a, b, c, d = map(int, input().split())

if a > 0:
    if c > 0:
        print(max(a*c, a*d, b*c, b*d))
    else:
        print(max(a*c, b*d))
else:
    if c < 0:
        print(max(a*d, b*c))
    else:
        print(max(a*c, a*d, b*c, b*d))",1
p03496,s781785633,CODESTRAL,Wrong,"N, *A = map(int, open(0).read().split())

mi = min(A)

ans = []
for i in range(1, N):
    ans.append((0, i))

for i in range(1, N):
    ans.append((i, i - 1))

for i in range(1, N):
    ans.append((i, 0))

print(len(ans))
for x, y in ans:
    print(x + 1, y + 1)",1
p03838,s667676992,GEMINI,Runtime,"import numpy as np
x,y = [int(i) for i in input().split()]

ans_array = np.array([],dtype = np.int64)

if y - x >= 0:
    ans_array = np.append(ans_array,y-x)
if y + x >= 0:
    ans_array = np.append(ans_array,y+x+1)
if -y - x >= 0:
    ans_array = np.append(ans_array,-y-x+1)
if -y + x >= 0:
    ans_array = np.append(ans_array,-y+x+2)

print(ans_array.min())",1
p03623,s188505484,GEMINI,Runtime,"x, a, b = map(int, input().split())
if abs(x - a) < abs(x - b):
  print(""A"")
else:
  print(""B"")",1
p02971,unrelated,LLAMA,Generate,"def get_max_other_than(arr, i):
    return max(arr[:i-1] + arr[i+1:])


def main():
    n = int(input())
    arr = list(map(int, input().split()))
    for i in range(1, n+1):
        print(get_max_other_than(arr, i))


main()
",1
p03243,unrelated,CODESTRAL,Generate,"N = int(input())

# Start searching from the next number after N
num = N + 1

while True:
    # Convert the number to a string and check if all digits are the same
    if len(set(str(num))) == 1:
        print(num)
        break
    num += 1
",1
p02755,s131916462,GEMINI,Wrong,"A, B = map(int, input().split())
for i in range(1, 1000000):
    if int(i * 0.08) == A and int(i * 0.1) == B:
        print(i)
        break
else:
    print(-1)",1
p03127,unrelated,GEMINI,Generate,"import heapq

n = int(input())
a = list(map(int, input().split()))

heapq.heapify(a)

while len(a) > 1:
  x = heapq.heappop(a)
  y = heapq.heappop(a)
  heapq.heappush(a, max(0, y - x))

print(a[0])
",1
p02748,s605082796,LLAMA,Runtime,"a, b, m = map(int, input().split())
a_price = list(map(int, input().split()))
b_price = list(map(int, input().split()))
coupon = []
for _ in range(m):
  coupon.append(list(map(int, input().split())))
  
a_min = a_price.sort()[0]
b_min = b_price.sort()[0]
min = a_min + b_min
totals = [min]
for list in coupon:
  tmp = a_list[list[0]-1] + b_list[list[1]-1] - list[2]
  totals.append(tmp)

totals.sort()
ans = totals[0]

print(ans)",1
p03326,s832389275,CODESTRAL,Runtime,"import itertools

n, m = map(int, input().split())
X = [list(map(int, input().split())) for _ in range(n)]
res = 0

for a, b, c in itertools.product([-1, 1], repeat=3):
    tmp = [a * x + b * y + c * z for x, y, z in X]
    tmp.sort(reverse=True)
    res = max(res, sum(tmp[:m]))

print(res)",1
p03003,s420825395,CODESTRAL,Wrong,"import sys

def main():
    MOD = 10**9 + 7
    LI = lambda : [int(x) for x in sys.stdin.readline().split()]

    N,M = LI()
    S = LI()
    T = LI()

    dp = [[0]*(M+1) for _ in range(N+1)]
    dp[0][0] = 1

    for i in range(1,N+1):
        for j in range(1,M+1):
            dp[i][j] = dp[i-1][j] + dp[i][j-1]
            if S[i-1] == T[j-1]:
                dp[i][j] = (dp[i][j] + dp[i-1][j-1]) % MOD
    print(dp[-1][-1])

if __name__ == '__main__':
    main()",1
p03821,unrelated,CODESTRAL,Generate,"# Read the number of elements in the sequence
n = int(input())

# Initialize the total number of operations to 0
total_operations = 0

# Initialize the current value to 0
current_value = 0

# Iterate through the sequence
for _ in range(n):
    # Read the current value and the divisor
    current_value, divisor = map(int, input().split())

    # Calculate the remainder of the current value divided by the divisor
    remainder = current_value % divisor

    # If the remainder is not 0, calculate the number of operations needed to make the current value a multiple of the divisor
    if remainder!= 0:
        # Calculate the number of operations needed to make the current value a multiple of the divisor
        operations = divisor - remainder

        # Add the number of operations to the total number of operations
        total_operations += operations

        # Subtract the number of operations from the current value
        current_value -= operations

    # Calculate the number of times the current button needs to be pressed
    button_presses = current_value // divisor

    # Add the number of button presses to the total number of operations
    total_operations += button_presses

# Print the total number of operations
print(total_operations)
",1
